Mozilla+Community+Rajasthan++MCR,Osho+Parth,unknown,1,
Mozilla+Community+Rajasthan++MCR,Osho+Parth+,unknown,1,
Mozilla+Community+Rajasthan++MCR,Ram+Dayal+Ram,male,1,
Mozilla+Community+Rajasthan++MCR,Trishul+Goel,unknown,2,
Mozilla+Community+Rajasthan++MCR,Ram+Dayal+Vaishnav+ramgurumukhi,male,1,
Mozilla+Community+Rajasthan++MCR,jeremy+Taylor,male,1,
Technical+Machine,Kelsey+Breseman,unknown,1,
Developer+Focused,Dron+Rathore,male,1,
xuv,Ishita+Mukherjee,female,1,
xuv,Julien+Deswaef,unknown,1,
Game+Changer+Chicago+Design+Lab+at+The+University+of+Chicago,Peter+McDonald,male,1,
Game+Changer+Chicago+Design+Lab+at+The+University+of+Chicago,Ashlyn+Sparrow,female,1,
Popathon,Gilles+Pradeau,male,1,
Popathon,Philo+van+Kemenade,male,2,
varunkaushik07,Varun+Kaushik,male,2,
Vishwakarma+Institute+of+Information+Technology,Kailas+Patil,male,1,
Mind+Your+Privacy+SL,Aurelie+Pols,female,1,
TheGarden,Hwa+Young+Jung,unknown,1,
TheGarden,Dave+Mee,male,1,
TheGarden,Others+TBC,unknown,1,
ScriptEd,Becca+Novak,female,1,
DrHammersley,John+Hammersley,male,1,
Mozilla,Heather+Leson,female,1,
Mozilla,Soledad+Penades,female,1,
Mozilla,Christie+Koehler+,unknown,1,
Mozilla,Laura+Hilliger,female,4,
Mozilla,Nikhilesh+Vemisetty,male,1,
Mozilla,Ake+Nygren,unknown,1,
Mozilla,Elizabeth+SandsAdams+Mozilla+Privacy+community+leader,female,1,
Mozilla,Manel+Rhaiem,unknown,1,
Mozilla,Oliver+Propst,male,1,
Mozilla,William+Selman,male,1,
Mozilla,Maureen+Hanratty,female,1,
Mozilla,Ali+Spivak,unknown,1,
Mozilla,Jeremie+Patonnier,unknown,1,
Mozilla,Jared+Kerim,male,1,
Mozilla,Anja+Osiander,female,1,
Mozilla,others+tbd,unknown,1,
Mozilla,Lavish+Aggarwal,unknown,1,
Mozilla,Kronda+Adair,unknown,1,
Mozilla,Karen+Rudnitski,female,1,
Mozilla,Jennie+Rose+Halperin,female,3,
Mozilla,Szmozsanszky+Istvan,unknown,1,
Mozilla,Barbara+Hueppe,female,1,
Mozilla,Jochen+Lenz,unknown,1,
Mozilla,Christine+Prefontaine,female,1,
Mozilla,Neal+Bastek,male,1,
Mozilla,Ravi+Kumbhkar,male,1,
Mozilla,John+Karahalis,male,1,
Mozilla,Michelle+Thorne,female,3,
Mozilla,Tim+Riches,male,3,
Mozilla,Hilary+Ho,unknown,1,
Mozilla,Chris+Mills,unknown,1,
Mozilla,Sayak+Sarkar,unknown,1,
Mozilla,Martyn+Eggleton,male,5,
Mozilla,Kevin+Ngo,male,1,
Mozilla,Priyanka+Nag,female,1,
Mozilla,Hallvord+R+M+Steen,unknown,1,
Mozilla,Marcia+Knous,female,1,
Mozilla,Anhad+Jai+Singh,male,1,
Mozilla,Andrew+Sliwinski+,male,1,
Mozilla,Emma+Irwin+Webmaker+Super+Mentor,female,1,
Mozilla,Joana+Breidenbach+betterplace+lab+compiled+the+study,female,1,
Mozilla,Rebecca+Kahn,female,1,
Mozilla,Larissa+Shapiro,female,2,
Mozilla,Matthew+Willse+,male,1,
Mozilla,Lukas+Blakk,male,1,
Mozilla,Mukesh+Thodupunoori,male,1,
Mozilla,Raj+Kumar+Katta,male,1,
Mozilla,Umesh+Agarwal,male,3,
Mozilla,Nikos+Roussos,male,1,
Mozilla,Pankaj+Malhotra,unknown,1,
Mozilla,Scott+Downe,male,1,
Mozilla,Asa+Dotzler,unknown,1,
CREATE+Lab++Carnegie+Mellon+University,Lou+Karas,unknown,1,
CREATE+Lab++Carnegie+Mellon+University,Dror+Yaron,unknown,1,
CREATE+Lab++Carnegie+Mellon+University,Tarabeth+Brumfield,unknown,1,
CREATE+Lab++Carnegie+Mellon+University,Jess+Kaminsky,unknown,1,
BIES+Mozilla+ClubFSA,Hema+Bhanu,female,1,
BIES+Mozilla+ClubFSA,Sandeep+Kapalawai+,unknown,1,
BIES+Mozilla+ClubFSA,Sonu+Sandeep,unknown,1,
BIES+Mozilla+ClubFSA,Bala+Subramaniyan+P,unknown,2,
BIES+Mozilla+ClubFSA,M+Vijay+Kumar,male,1,
SecondMuse,Dragana+Kaurin,unknown,1,
TiddlyWiki,Jeremy+Ruston,male,1,
Mozilla+jordan+community,wissam+al+azam,male,1,
Mozilla+jordan+community,wissam+alazzam,male,1,
Mozilla+jordan+community,Manaf+algharaibeh,unknown,1,
bingorabbit,Ibrahim+Abdel+Fattah,male,1,
Air+Mozilla,Spencer+Hui,unknown,1,
Air+Mozilla,Zandr+Milewski,unknown,1,
Air+Mozilla,Rainer+Civillink,unknown,1,
Air+Mozilla,Richard+Milewski,male,1,
mozillian,Gaurav+Bhardwaj,male,1,
mozillian,Albin+P+Albert,male,11,
Northwestern+University+Knight+Lab,rcgraff,unknown,1,
Northwestern+University+Knight+Lab,Joe+Germuska,unknown,1,
Northwestern+University+Knight+Lab,Alex+Duner,unknown,1,
Northwestern+University+Knight+Lab,Al+Johri,unknown,1,
Northwestern+University+Knight+Lab,Ryan+Graff,unknown,2,
Northwestern+University+Knight+Lab,Dhrumil+Mehta,unknown,1,
Northwestern+University+Knight+Lab,joegermuska,unknown,1,
Northwestern+University+Knight+Lab,knightlab,unknown,3,
Northwestern+University+Knight+Lab,Rich+Gordon,male,2,
Northwestern+University+Knight+Lab,Zach+Wise,male,2,
Northwestern+University+Knight+Lab,Miranda+Mulligan,female,1,
Northwestern+University+Knight+Lab,Mallory+Busch,unknown,1,
Northwestern+University+Knight+Lab,Nicole+Zhu,female,1,
Northwestern+University+Knight+Lab,zlwise,unknown,1,
Northwestern+University+Knight+Lab,Suyeon+Son,unknown,1,
Northwestern+University+Knight+Lab,Matt+Hong,male,1,
Creative+Commons+Nigeria,Ebunoluwa+Farinde,female,1,
Creative+Commons+Nigeria,Kayode+Yussuf,male,2,
The+Open+University,Hannah+Gore,female,1,
The+Open+University,Robert+Farrow,male,1,
The+Open+University,Beck+Pitt,male,1,
Europeana+Creative+Open+Knowledge+FinlandOpenGLAM+Aalto+University,Christina+Holm,female,1,
Europeana+Creative+Open+Knowledge+FinlandOpenGLAM+Aalto+University,Kati+Hyyppa,female,1,
Europeana+Creative+Open+Knowledge+FinlandOpenGLAM+Aalto+University,Sanna+Marttila,female,1,
kurrisudarshan,Sudarshan+Reddy+Kurri,male,2,
PNUP+Firefox+Club,Muhammad+Fachrul+Fachrul,male,1,
FabRiders,Dirk+Slater,male,3,
FabRiders,Gabriela+Rodriguez,female,1,
Mozillla+Reps,Jafar+Muhammed,male,2,
F1000+Research+Ltd,Rebecca+Lawrence,female,1,
F1000+Research+Ltd,Eva+Amsen,female,1,
floppy,James+Smith,male,1,
ossington,ginger+coons,female,2,
BBC,Julia+Watson,female,1,
BBC,David+Ullman,male,1,
BBC,Charlotte+Hoare,female,1,
BBC,Rosie+Campbell,female,1,
BBC,Jon+Howard,male,3,
BBC,Howard+Baker,male,1,
BBC,Jo+Claessens,female,1,
BBC,Karen++Pudner,female,1,
BBC,Martin+Wilson,male,1,
BBC,Alex+Duff,unknown,1,
BBC,Jasmine+Cox,female,1,
CaptainCalliope,Lyre+Calliope,unknown,1,
Trade+School+Norwich,Colin+Hynson,male,1,
TheGrid,Ben+Pirt,male,1,
TheGrid,Forrest+Oliphant,unknown,3,
TheGrid,Henri+Bergius,unknown,1,
TheGrid,Gabriela+Thume,female,1,
TheGrid,Vilson+Vieira,unknown,2,
TheGrid,Kawandeep+Virdee++remote+from+Boston,unknown,1,
OpenTRV,Mark+Hill,male,1,
OpenTRV,Michael+Castle,male,1,
OpenTRV,Damon+HardDavis,male,1,
OpenTRV,Kevin+Munene,male,1,
Mozilla+RomaniaMozilla+Reps,Florin+Bogdan+Strugariu,male,1,
Mozilla+RomaniaMozilla+Reps,Zac+Campbell,male,1,
dreaminvaderzcom,Erik+Nelson,male,1,
httpsmozilliansorgenUSudyvik1001,Shagufta+Methwani,unknown,1,
httpsmozilliansorgenUSudyvik1001,Dyvik+Chenna+Thirunahari,unknown,1,
ashk4n,Ashkan+Soltani,male,1,
Trustribe,Chris+Leckie++Matt+Dennewitz,unknown,1,
Trustribe,Georgia+Bullen,female,1,
Trustribe,Robertas+Visinskis,unknown,1,
Trustribe,Arturas+Malisauskas,unknown,1,
Citizen+Cyberscience+Centre+University+of+Geneva,Alejandro+Dominguez+PyBossa+and+Crowdcrafting,male,1,
Citizen+Cyberscience+Centre+University+of+Geneva,Francois+Grey,male,1,
Citizen+Cyberscience+Centre+University+of+Geneva,David+Aanensen+Epicollect+project+Imperial+College,male,1,
Citizen+Cyberscience+Centre+University+of+Geneva,Nicholas+Johnson+CUSP+and+Public+Lab,male,1,
Citizen+Cyberscience+Centre+University+of+Geneva,Margaret+Gold+EC+Citizen+Cyberlab+Project,female,1,
Citizen+Cyberscience+Centre+University+of+Geneva,Cobi+Smith+UN+Institute+for+Training+and+Research,unknown,1,
Citizen+Cyberscience+Centre+University+of+Geneva,Mohanty+CERN+Webfest+coordinator,unknown,1,
Citizen+Cyberscience+Centre+University+of+Geneva,Brian+Fuchs+EC+Citizen+Cyberlab+Project,male,1,
Citizen+Cyberscience+Centre+University+of+Geneva,Igor+Babuschkin+CERN+summer+student,male,1,
Citizen+Cyberscience+Centre+University+of+Geneva,Muki+Haklay+Extreme+Citizen+Science+Group+UCL,unknown,1,
Citizen+Cyberscience+Centre+University+of+Geneva,Kevin+Dungs+TU+Dortmund+University,male,1,
Citizen+Cyberscience+Centre+University+of+Geneva,Jeffrey+Warren+Public+Lab,male,1,
US+Open+Data+Institute,Casey+Kuhlman,unknown,1,
US+Open+Data+Institute,Like+Minded+Folks+Please+Get+In+Touch,male,1,
US+Open+Data+Institute,Max+Ogden,male,1,
US+Open+Data+Institute,Bruno+Vieira,male,1,
GustavoArmagno,Gustavo+Armagno,male,1,
Eyebeam,Erica+Kermani,female,1,
Eyebeam,na,unknown,1,
Mozillian+India,Sukanta+Pal,unknown,1,
University+of+Toronto++Hive+Toronto,Karen+Smith,female,2,
University+of+Toronto++Hive+Toronto,Ali+Al+Dallal,unknown,1,
fordsafwan,Safwan+Rahman,male,1,
CauseHub,Jamie+Davies,unknown,1,
CauseHub,Jerome+Toole,male,1,
CauseHub,Sanjay+Poyzer,male,1,
University+of+Dundee,Nick+Taylor,male,1,
TechGirls,Kim+Wilkens,unknown,2,
University+of+Roehampton,Doug+Belshaw+,male,1,
University+of+Roehampton,Miles+Berry,male,1,
University+of+Roehampton,Code+Club++tbc,unknown,1,
Statistics+Without+Borders,Tim+McNamara,male,1,
Statistics+Without+Borders,Joseph+Pollack,male,1,
UCL,Steve+Rowett,male,2,
UCL,Sam+Ahern,unknown,2,
UCL,Moira+Wright,female,2,
UCL,Alex+Hanrahan,unknown,2,
UCL,Janina+Dewitz,female,2,
Edukinect,RaghuRam+k,unknown,1,
Edukinect,Sai+Kiran+Alagundula,unknown,1,
Edukinect,Srikar+Ananthula,male,3,
fossyatra,GT+RAO,unknown,2,
Mozillla,Anush+A,male,2,
UpStage+Etheatre,Christina+Papagiannouli,female,1,
National+University+of+Singapore,Adwait+Sharma,unknown,1,
Cape+Peninsula+University+of+Technology,Thomas+Salmon,male,1,
ITM+UNIVERSITYGWALIORMP,GAUTAM+SHARMA,male,1,
harshachinku,Harsha,unknown,1,
Digitterraorg,Dele+Atanda,unknown,1,
Digitterraorg,Simon+Robinson,male,1,
Digitterraorg,Matt+Gierhart,male,1,
velti+inspiring+sciense+project,Theodoros+Michalareas,male,1,
SwartzCr,Noah+Swartz,male,1,
The+Restart+Project,Ugo+Vallauri,male,1,
